,Nom de l'entreprise,Numéro et voie,Ville,Code postal,Commune,Numéro de téléphone,Numéro de fax,Site internet,E-mail générique,Numéro Siren,"Chiffre d'affaires net (H.T.)
kEUR
Dernière année disp.","Chiffre d'affaires net (H.T.)
kEUR
Année - 1","Dirigeant
Nom complet","Dirigeant
Personne physique ou morale",Description de l’activité,Activité principale de l'entreprise INSEE,"NAF Rév. 2, code principal (code)","Dirigeant
Age","Dirigeant
Nom",Commentaires 
5997.,SA COMPAGNIE VITICOLE DE PROVENCE,3345 MONTEE DU CHATEAU,LE CASTELLET,83330,Le Castellet,04 94 98 70 09,04 94 90 59 98,www.vin-de-provence.com,,305154387,"2,259","4,157",M. Michel Benhaim,Personne,"Négociant en vins marchand en gros, Embouteilleurs à façon aux domaines châteaux et caves.",Commerce de gros (commerce interentreprises) de boissons,4634Z,69,Benhaim,
5983.,SKYCAM HELICOPTERES,3100 ROUTE DES HAUTS DU CAMP,LE CASTELLET,83330,Le Castellet,04 94 98 39 92,04 94 98 39 93,www.skycam.fr,charter@skycam.fr,452224793,"2,265","2,667",M. Gilbert Schweitzer,Personne,"Acquisition, exploitation, location, gestion de tous aéronefs, formation en école sur tous aéronefs et tous travaux aériens , ainsi que la promotion de telles activités y compris, toutes activités de transport public sous réserve d'y être dument autorisé .",Transports aériens de passagers,5110Z,59,Schweitzer,
4366.,MONACAIR MAINTENANCE CENTER,3100 ROUTE DES HAUTS DU CAMP,LE CASTELLET,83330,Le Castellet,,,www.skymaintenanceservices.fr,,512972506,"3,257","3,120",M. Gilbert Schweitzer,Personne,La construction l'entretien la maintenance et la réparation de tous aéronefs.,Services auxiliaires des transports aériens,5223Z,59,Schweitzer,
9985.,CUMA FORESTIERE DU CENTRE VAR,ROUTE DE TOULON,LE LUC,83340,Le Luc,,,,,325206332,"1,016",914,M. Yves Aquadro-Sarramea,Personne,,Services de soutien à l'exploitation forestière,0240Z,76,Aquadro-Sarramea,
6456.,SARL CARRIERES DE ST BAILLON,QUARTIER LES SELVES,FLASSANS SUR ISSOLE,83340,Flassans-sur-Issole,04 94 59 63 81,,,,402577936,"2,067","1,836",M. Stephane Bonifay,Personne,Carriere a ciel ouvert,"Exploitation de gravières et sablières, extraction d’argiles et de kaolin",0812Z,49,Bonifay,
10462.,MECANIQUE ENGINS TRAVAUX PUBLICS,ROUTE DEPARTEMENTALE 79,LE THORONET,83340,Le Thoronet,04 94 60 11 85,04 94 73 81 14,,metp.lethoronet@wanadoo.fr,418169868,917,780,M. Eric Denans,Personne,"Mécanique, travaux publics, poids lourds agricoles, fabrication de pièces.",Mécanique industrielle,2562B,50,Denans,
709.,SA GAI FRANCE,LIEU DIT LA,LE CANNET DES MAURES,83340,Le Cannet-des-Maures,04 94 50 08 40,04 94 50 08 41,www.gaifrance.fr,contact@gaifrance.fr,329132781,"13,998","10,991",M. Carlo Gai,Personne,Achat vente fabrication assemblage de matériel d'embouteillage et d'emballage et la formation professionnelle continue se rapportant à l'activité principale.,"Fabrication d'équipements d'emballage, de conditionnement et de pesage",2829A,74,Gai,
6085.,TAROUEN ENERGIES,QUARTIER BEL AMANT,LE LUC,83340,Le Luc,08 21 21 80 63,04 94 99 84 79,www.tarouen-energies.fr,contact@groupe-tarouen.fr,492500079,"2,217","3,015",Mme Daisy Tarouensaid,Personne,Installation éléctrique hautes et basses tensions installations des systémes d'alimentation de secours d'éclairage et de signalisation.,Travaux d'installation électrique dans tous locaux,4321A,38,Tarouensaid,
5977.,AZUR VENTILATION,QUARTIER LES PRES D AUDIERES,LE LUC,83340,Le Luc,04 94 73 03 08,04 94 73 03 08,,fcazurventilation@orange.fr,502437536,"2,270","2,026",M. Fabrice M Carrara,Personne,Fabrication vente pose négoce de matériel de ventilation et climatisation.,Travaux d'installation d'équipements thermiques et de climatisation,4322B,45,M Carrara,
9352.,MICHEL CHASSAING,CHEMIN DU THERON,LE CANNET DES MAURES,83340,Le Cannet-des-Maures,04 94 99 56 42,04 94 60 97 22,,,478871346,"1,164","1,058",M. Michel Chassaing,Personne,Travaux d'étanchéïté de toitures - terrasses et toutes activités relatives aux entreprises de bâtiment et travaux publics.,Travaux d'étanchéification,4399A,59,Chassaing,
6828.,LE LUC AUTO,QUARTIER LES BASSES RETRACHES,LE LUC,83340,Le Luc,04 94 99 61 10,,,,750383549,"1,917","1,777",M. Olivier Briant,Personne,"Commerce de tous produits et articles et prestations de services se rapportant à l'exploitation d'un ou plusieurs centre auto à enseigne ""l'auto"" ou autre enseigne du mouvement E.Leclerc, la vente de véhicules neufs ainsi que la prestation de tous services s'y rapportant.",Commerce de détail d'équipements automobiles,4532Z,53,Briant,
9224.,AUTO-STOP PROVENCE,ROUTE NATIONALE 7,LE CANNET DES MAURES,83340,Le Cannet-des-Maures,04 94 60 85 39,,,,331968693,"1,199","1,232",M. Tristan Gaborit,Personne,"Vente de pièces détachées et d'accessoires pour véhicules automobiles , achat, vente, réparation de remorques, de caravanes et de matériel de motoculture .",Commerce de détail d'équipements automobiles,4532Z,54,Gaborit,
841.,VINS CHEVRON VILLETTE,DOMAINE REILLANNE,LE CANNET DES MAURES,83340,Le Cannet-des-Maures,04 94 50 11 70,04 94 50 11 75,www.chevron-villette-vigneron.com,,348829532,"12,687","11,593",M. Guillaume De Chevron Villette,Personne,Le négoce la représentation le conseil le marketing la promotion plus généralement la prestation de services des vins et alcools conseil et suivi de la viticulture vente d'énergie photovoltaïque.,Commerce de gros (commerce interentreprises) de boissons,4634Z,54,De Chevron Villette,
1690.,MISTRAL SANTE PHARMA,QUARTIER LES 4 CHEMINS,FLASSANS SUR ISSOLE,83340,Flassans-sur-Issole,04 94 80 79 10,04 94 86 64 40,,,502486384,"7,757","9,555",Mme Natacha Riblet,Personne,Dépositaire achat stockage en vue de leur distribution et répartition sur le territoire national et distribution à l'exportation de médicaments autres que ceux destinés à être expérimentés sur l'homme (sous réserve d'obtention agrément Afssaps).,Commerce de gros (commerce interentreprises) de produits pharmaceutiques,4646Z,47,Riblet,
5243.,TRANSPORTS RAVASSO ET FILS,114 RUE PIERRE ET MARIE CURIE,LE LUC,83340,Le Luc,04 94 99 34 83,04 94 60 88 29,,jose.ravasso@wanadoo.fr,438426744,"2,672","2,641",M. Stephane Ravasso,Personne,Transport de toutes marchandises.,Transports routiers de fret interurbains,4941A,47,Ravasso,
9413.,TRANSPORT ROUBON,LIEU DIT PEYROUAS,FLASSANS SUR ISSOLE,83340,Flassans-sur-Issole,04 94 75 35 26,04 94 21 30 22,,,333050326,"1,149","1,067",Mme Maryse Bonifay,Personne,"Toutes activités publiques ou privées de transport , location, manutention, terrassement de toutes matières ou de produits.",Transports routiers de fret interurbains,4941A,71,Bonifay,
6553.,DUCOURNAU JEAN PIERRE ET FILS,QUAI DES QUATRE CHEMINS,FLASSANS SUR ISSOLE,83340,Flassans-sur-Issole,,04 94 59 61 65,www.ducournau.com,transportducournau@ducournau.fr,322970831,"2,028","2,037",M. Jean-Pierre Michel Ducournau,Personne,"Prise de participation dans toutes sociétés , Location de matériel de transport.",Activités des sociétés holding,6420Z,69,Ducournau,
2450.,SOCIETE IMMOBILIERE LECASUD,ZONE INDUSTRIELLE LES LAUVES,LE LUC,83340,Le Luc,,,,,479403578,"5,658",0,M. Bernard Faraco,Personne,Détention de titres et de droits immobiliers marchand de biens.,Activités des marchands de biens immobiliers,6810Z,65,Faraco,
6523.,SODILUC,ROUTE DE TOULON,LE LUC,83340,Le Luc,04 94 47 41 23,04 94 50 07 31,www.leclercleluc.fr,,315737114,"2,041","1,919",M. Norbert Faraco,Personne,Reprise et revente de produits d'occasion et notamment de jeux vidéos,Hypermarchés,6820B,57,Faraco,
5157.,INDUSTRIEL LOCATION SERVICE,ARTISANALE LES QUATRE CHEMINS,FLASSANS SUR ISSOLE,83340,Flassans-sur-Issole,04 94 59 60 77,,www.europe-camions.com,,535056113,"2,718","2,932",Mme Nathalie Moreau,Personne,Toutes activités de négoce vente et location de tout matériel industriel et de tous véhicules utilitaires ou de tourisme la location dans opérateur de véhicules machaines matériel location d'engins de travaux publics et tous accessaoires -location réparation maintenance de matériel et d'engins pour le BTP et l'industrie des véhicules.,"Location et location-bail d'autres machines, équipements et biens matériels n.c.a.",7739Z,47,Moreau,
2801.,LAURENT PRIMEURS,LE COLOMBIER,RAMATUELLE,83350,Ramatuelle,04 94 55 55 00,04 94 79 20 44,,laurent.primeurs@wanadoo.fr,395338320,"5,035","4,551",M. Laurent Edlinger,Personne,"Vente en gros et detail de fruits, legumes, primeurs et tous produits ayant trait a l'alimentation generale a titre saisonnier",Commerce de gros (commerce interentreprises) de fruits et légumes,4631Z,49,Edlinger,
9717.,SAS DU 9 RUE CHANZY,BONNE TERRASSE,RAMATUELLE,83350,Ramatuelle,,,,,751642927,"1,075","2,113",M. Jean-Pierre Salle,Personne,Marchand de biens.,Activités des marchands de biens immobiliers,6810Z,77,Salle,
9378.,GD MAT,LE PONT DE LA PIERRE,FREJUS,83370,Fréjus,06 11 89 06 32,04 93 72 52 96,www.gd-mat.fr,gdmat@wanadoo.fr,328631700,"1,157","1,002",M. Wally Giaure,Personne,,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil",4663Z,71,Giaure,
5669.,AGI AGENCE GENERALE IMMOBILIER,967 AVENUE DE LA CORNICHE D AZUR,FREJUS,83370,Fréjus,04 94 52 73 80,04 94 52 73 81,www.agi-immobilier.fr,syndic@agi-immobilier.fr,653750406,"2,423","2,253",M. Frederic Bouchet,Personne,Agence immobilière Transaction immobilière administrateur de biens gestion de location immobilière vide.,Administration d'immeubles et autres biens immobiliers,6832A,52,Bouchet,
6346.,FRANCE CONSTRUCTION SOLS SPORTIFS ET TECHNIQUES,165 RUE DE L INITIATIVE,CUERS,83390,Cuers,04 94 21 04 07,04 94 14 93 93,www.hexdalle.com/fr/,contact@hexdalle.com,412074387,"2,117","2,159",M. Xavier Escande,Personne,Fabrication et commercialisation de dalles en caoutchouc de sécurité et de sols sportifs.,Fabrication d'autres articles en caoutchouc,2219Z,54,Escande,
4310.,CABELVAR,102 RUE DE L EVOLUTION,CUERS,83390,Cuers,04 94 14 98 70,04 94 08 43 95,www.cabelvar.fr,,393143276,"3,309","3,097",M. Laurent Frelier,Personne,"Exploitation de toute entreprise de cablage, fabrication, achat, vente, entretien d'ensembles electroniques et electriques",Fabrication de cartes électroniques assemblées,2612Z,49,Frelier,
3179.,MACAP PAVOISEMENT,CHEMIN DES BOUSQUETS,CUERS,83390,Cuers,04 94 48 50 57,04 94 48 50 56,www.macapflag.com,contact2@macapflag.com,739500221,"4,480","5,032",M. Laurent De Ricard,Personne,"Toutes operations industrielles, commerciales ou financieres se rapportant aux articles de pavoisement : aux articles vestimentaires, aux equipements de sports et de loisirs, ainsi qu'a la publicite sous toutes ses formes","Fabrication d'articles textiles, sauf habillement",2899A,52,De Ricard,
3766.,MODERNY,CHEMIN DU GRAND VERGER,CUERS,83390,Cuers,04 94 12 43 33,,,,533430914,"3,804","5,136",M. Raphael Reinberger,Personne,"Acquisition de terrains à bâtir et construction sur lesdits terrains de tous immeubles bâtis en vue de leur revente en totalité ou par fractions, promotion immobilière.",Construction d'autres bâtiments,4120B,33,Reinberger,
2023.,DEGREANE HORIZON,730 RUE DE L INITIATIVE,CUERS,83390,Cuers,,,www.degreane-horizon.fr,contact@degreane-horizon.fr,438734311,"6,682","8,497",M. Olivier Grenesche,Personne,"Conception, réalisation, vente d'équipements et de systèmes destinés à l'observation météorologique, à la conversion d'énergie et à l'instrumentation , moyens d'essais pour l'industrie et l'armement. Tous services associés à ces équipements et diffusion sécurisée d'informations .",Travaux d'installation électrique dans tous locaux,4321A,49,Grenesche,
4494.,TECHNI PLAC,108 RUE DU CHALLENGE,CUERS,83390,Cuers,04 94 48 87 33,04 94 48 87 37,,techniplac@wanadoo.fr,417518602,"3,178","4,153",M. Bruno Buisson,Personne,"Entreprise générale de cloisons, plâtrerie et généralement tout ce qui concerne le second oeuvre du bâtiment. (code ape/454a).",Travaux de plâtrerie,4331Z,43,Buisson,
6810.,MENUISERIE VALETTOISE,CHEMIN DES BOUSQUETS,CUERS,83390,Cuers,04 94 48 61 82,04 94 48 61 84,,,400112272,"1,927","2,838",Mme Alba Nova,Personne,,Travaux de menuiserie bois et PVC,4332A,,Alba Nova,
2737.,AGENCE INTERNATIONAL DEVELOPMENT,101 RUE DE L EVOLUTION,CUERS,83390,Cuers,04 94 01 01 59,04 94 33 43 00,www.agence-id.net,contact@agence-id.net,344387451,"5,136","5,694",M. Amaury Escales,Personne,Négoce de fournitures de matériel industriel,Autres intermédiaires du commerce en produits divers,4619B,37,Escales,
932.,ETABLISSEMENTS RAMPAL,CHEMIN DES BOUSQUETS,CUERS,83390,Cuers,04 94 13 88 88,04 94 13 82 38,www.groupgp.fr,achats.rampal@gp-distribution.com,310700323,"11,846","11,198",M. Serge Gresillon,Personne,,Commerce de gros (commerce interentreprises) de volailles et gibier,4632C,67,Gresillon,
7527.,SENTIERI MARKETING,921 AVENUE DES BOUSQUETS,CUERS,83390,Cuers,,04 94 31 35 18,www.cashital.com,contact@cashital.com,503956153,"1,671","1,403",Mme Elsa Fabre,Personne,"Commerce de gros et de détail de tout type de marchandises, prestations de services liées à la vente de marchandises.",Commerce de gros (commerce interentreprises) alimentaire non spécialisé,4639B,28,Fabre,
1806.,DISTRIMED,15 RUE DES DECOUVERTES,CUERS,83390,Cuers,04 94 23 30 20,04 94 20 47 83,www.distrimed.com,,352004550,"7,354","6,409",M. Philippe Meyrueis,Personne,"L'étude la conception la réalisation la fabrication la distribution et la commercialisation de produits et matériels orthopédiques médicaux hygiéniques diététiques vétérinaires dentaires d'implants chirurgicaux de prothèses orthopédiques de vêtements chirurgicaux de plâtre et de pansements. accessoirement, l'étude, la conception, la réalisation, la fabrication des produits ci-dessus, l'agence de presse et d'information, la communication par terminaux d'ordinateurs, la transmission d' informations par réseaux électroniques notamment Télématiques et Internets, la vente par correspondance, l'import export.",Commerce de gros (commerce interentreprises) de produits pharmaceutiques,4791B,52,Meyrueis,
6177.,OFFICE VAROIS DE TRANSPORT,CHEMIN DES BOUSQUETS,CUERS,83390,Cuers,04 94 28 60 58,04 94 48 64 55,,,340504521,"2,181","2,162",M. Herve Steun,Personne,"Transport de marchandises sur plan national et international, location de véhicules.",Transports routiers de fret interurbains,4941A,,Steun,
9768.,B CONSULTING,583 AVENUE DES BOUSQUETS,CUERS,83390,Cuers,04 94 13 52 14,04 94 48 61 17,www.b-consultingexpert.fr,,479036279,"1,064",969,M. Gilbert Borg,Personne,Expertise comptable et commissariat aux comptes.,Activités comptables,6920Z,63,Borg,
6351.,ETUDE TECHNIQUE EN ELECTRONIQUE PROFESSIONNELLE,380 RUE DE L INITIATIVE,CUERS,83390,Cuers,04 94 08 50 26,04 94 08 28 03,www.etep.com,contact.us@etep.com,391495108,"2,114","1,495",Mme Evelyne Caille,Personne,,"Ingénierie, études techniques",7112B,66,Caille,
2067.,VV PLANTES,270 RUE DE LA GARE,HYERES,83400,Hyères,04 94 01 48 20,,,,417606548,"6,552","6,376",M. Alain Van Vliet,Personne,Vente de plantes en pots et fleurs.,Autres cultures non permanentes,0119Z,34,Van Vliet,
7458.,D'ADDARIO WOODWINDS FRANCE,8001 ROUTE DE PIERREFEU,HYERES,83400,Hyères,04 94 00 99 55,04 94 66 00 52,www.linkedin.com/company/d'addario-&-company-inc.,dawf@daddario.com,303236467,"1,695","1,929",M. Robert Polan,Personne,,"Fabrication d'objets divers en bois ; fabrication d'objets en liège, vannerie et sparterie",1629Z,41,Polan,
6609.,BETEILLE ORTHOPEDIE SA,38 AVENUE DES ILES D OR,HYERES,83400,Hyères,04 94 35 35 07,,www.beteille.fr,beteille.orthopedie@wanadoo.fr,347433708,"2,005","1,961",M. Henri-Pierre Beteille,Personne,"Pret-a-porter, fourrures",Fabrication de matériel médico-chirurgical et dentaire,3250A,73,Beteille,
2652.,HYERES ESPACE PLAISANCE,1504 AVENUE DE L AEROPORT,HYERES,83400,Hyères,04 94 38 74 66,04 94 38 74 65,www.hyeresespaceplaisance.com,hyeres-plaisance@wanadoo.fr,377814942,"5,286","4,788",Mme Marine Hyeres,Personne,"Exploitation d'une zone de carénage vente de bateaux d'accessoires pour la plaisance l'entretien de bateaux la réparation et la location de bateaux et de matériel pour l'entretien. l'achat, la vente et l'entretien de remorques.",Réparation et maintenance navale,3315Z,,Marine Hyeres,
3957.,LE PARC DES CHABAUDS,15 ALLEE DE PROTEE,HYERES,83400,Hyères,,,,,802045484,"3,631",n.d.,M. Patrice Barlatier,Personne,Promotion immobilière.,Promotion immobilière de bureaux,4110B,72,Barlatier,
7628.,AREBAT,2 AVENUE OLBIUS RIQUIER,HYERES,83400,Hyères,04 94 01 42 42,04 94 00 61 03,www.arebat-construction.com,arebat.hyeres@wanadoo.fr,323532416,"1,642","2,592",M. Franck Tollardo,Personne,"Entreprise generale de batiment, etude, realisation, promotion et toutes operations commerciales, financieres, mobilieres ou immobilieres, marchand de biens",Construction de maisons individuelles,4120A,67,Tollardo,
7110.,BIRUKOFF,1294 CHEMIN DES NARTETTES,HYERES,83400,Hyères,04 94 57 02 78,,,,401347083,"1,815","1,571",M. Cedric Birukoff,Personne,"Tous travaux sous-marins, portuaires, toutes activites subaquatiques",Construction d'ouvrages maritimes et fluviaux,4291Z,43,Birukoff,
8431.,AZUREENNE DE TRAVAUX PUBLICS,591 CHEMIN DE LA PLAINE DE BOUISSON,HYERES,83400,Hyères,04 94 58 26 58,,,,484380837,"1,414","1,980",M. Bernard Laurent M,Personne,"Terrassement voirie réseaux divers génie civil et maçonnerie générale, transport routier de marchandises par véhicule de plus et moins de 3, 5 tonnes et location de véhicules industriel.",Travaux de terrassement courants et travaux préparatoires,4312A,39,M,
8789.,FABRE ASTP,594 CHEMIN DE LA SOURCE,HYERES,83400,Hyères,04 94 66 86 43,,,,750132490,"1,314","1,273",M. Alexandre Astoul,Personne,,Travaux de terrassement courants et travaux préparatoires,4312A,45,Astoul,
5123.,MARTINEZ,ALLEE DU POUSSET,HYERES,83400,Hyères,04 94 58 11 62,04 94 58 11 62,,,382361467,"2,744","2,433",M. Jean M Martinez,Personne,"Plomberie chauffage, installation sanitaire .",Travaux d'installation d'eau et de gaz en tous locaux,4322A,75,M Martinez,
5079.,SARL CALECO,359 RUE SAINT JOSEPH,HYERES,83400,Hyères,04 94 65 09 11,04 94 65 83 80,www.caleco.fr,,342249315,"2,769","3,072",M. Laurent Poncelet,Personne,,Travaux d'installation d'équipements thermiques et de climatisation,4322B,66,Poncelet,
3420.,FACADES RAVALEMENTS ARTISANALE PEINTURES,92 RUE PHILEMON LAUGIER,HYERES,83400,Hyères,04 94 57 71 11,04 94 38 74 39,,frap3@wanadoo.fr,314952599,"4,197","3,374",M. Fabian Le Ray,Personne,,Travaux de peinture et vitrerie,4334Z,48,Le Ray,
2375.,83 ETANCHEITE,145 CHEMIN DU PALYVESTRE,HYERES,83400,Hyères,04 94 35 42 24,04 94 35 60 12,,83etancheite@wanadoo.fr,389480328,"5,843","5,625",M. Florian De Carvalho,Personne,"Couverture, plomberie, travaux etancheite",Travaux de couverture par éléments,4391B,27,De Carvalho,
4706.,DYNAVERT DIFFUSION,754 CHEMIN PETIT TRAVERSIER DU PLAN,HYERES,83400,Hyères,04 94 00 69 60,,,,430163865,"3,020","2,575",M. Philippe M Vache,Personne,"Achat, revente de tous produits d'horticulture et pépinières, notamment production de la S.C.E.A. Dynavert ou celle d'associés.",Commerce de gros (commerce interentreprises) de fleurs et plantes,4622Z,50,M Vache,
7595.,COMPTOIR PROVENCAL DES ARGILES,124 RUE PHILEMON LAUGIER,HYERES,83400,Hyères,04 94 00 66 20,04 94 00 55 68,,,479988776,"1,649","1,583",M. Didier M Phalip,Personne,Commerce de gros en diététique et cosmétique et de tous produits naturels provenant du sol.,Commerce de gros (commerce interentreprises) de parfumerie et de produits de beauté,4645Z,53,M Phalip,
6221.,SOCIETE SESAME,1783 ROUTE DES VIEUX SALINS,HYERES,83400,Hyères,04 94 15 24 63,,,,391667821,"2,159","1,846",M. Jean-Marc M Souchon,Personne,"Galerie de tableaux, cadres et encadrements.",Commerce de gros (commerce interentreprises) d'autres biens domestiques,4649Z,55,M Souchon,
9154.,HYPCOM SARL,412 RUE PHILEMON LAUGIER,HYERES,83400,Hyères,04 94 12 11 30,04 94 12 71 15,,,403755184,"1,214","1,646",M. Patrick Franc,Personne,"Vente de cables, d'antennes guides d'ondes et d'accessoires pour telecommunication",Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,4652Z,53,Franc,
7643.,MEDIVAR,1177 AVENUE DE TOULON,HYERES,83400,Hyères,04 94 65 32 40,04 94 35 28 59,,,434395356,"1,636","1,692",M. Philippe M Andreo,Personne,Vente et location de matériel médico-technique.,Vente à domicile,4799A,57,M Andreo,
856.,SOCIETE D'EXPLOITATION DE L'AEROPORT DE TOULON-HYERES,BOULEVARD DE LA MARINE,HYERES,83400,Hyères,04 94 00 83 83,04 94 00 84 13,,,537935058,"12,507","9,024",M. Vincent Le Parc,Personne,L'exploitation de la zone civile de l'aérodrome de Toulon-Hyères.,Services auxiliaires des transports aériens,5223Z,51,Le Parc,
9055.,CINEMA OLBIA,4 RUE SOLDAT BELLON,HYERES,83400,Hyères,04 94 35 33 25,,,,423879782,"1,242","1,271",M. Daniel Mangot,Personne,Exploitation de tous fonds de commerce d'exploitation de salles cinématographiques.,Projection de films cinématographiques,5914Z,77,Mangot,
10377.,SUD EURO COURTAGE,AVENUE AMBROISE THOMAS,HYERES,83400,Hyères,,,www.sudeurocourtage.com,,509069274,931,980,M. Roland Favier,Personne,"Courtage en assurance, activité de conseil, de services, de démarchage, et commercialisation de produits en gestion de patrimoine, du conseil en investissement financier.",Activités des agents et courtiers d'assurances,6622Z,63,Favier,
2921.,NOTRE DAME,1 AVENUE NOCART,HYERES,83400,Hyères,,,,,802874834,"4,854",579,M. Francois Perrot,Personne,"Marchand de biens, aménagement foncier, acquisition de tous biens et droits immobilier.",Activités des marchands de biens immobiliers,6810Z,60,Perrot,
7186.,GAPORT,745 ROUTE DES VIEUX SALINS,HYERES,83400,Hyères,04 94 66 39 12,04 94 66 35 71,,,344100151,"1,787","1,738",M. Joseph M Augugliaro,Personne,,Location de terrains et d'autres biens immobiliers,6820B,76,M Augugliaro,
8107.,NAORIA,594 CHEMIN DE LA SOURCE,HYERES,83400,Hyères,,,,,790004295,"1,497",0,M. Sebastien Lovy,Personne,,Location de terrains et d'autres biens immobiliers,6820B,42,Lovy,
3579.,CENTRE DE GESTION IMMOBILIERE,6 RUE GEORGES SIMENON,HYERES,83400,Hyères,04 94 12 50 50,04 94 12 50 65,www.c-g-i.fr,infos@c-g-i.fr,326700648,"4,011","4,000",M. Anthony Maitre,Personne,"Transactions immobilières, syndic, gestion d'immeubles, d'appartements ou de fonds de commerce et courtage d'assurances.",Administration d'immeubles et autres biens immobiliers,6832A,52,Maitre,
4071.,FONCIA ILES D'OR,34 AVENUE GAMBETTA,HYERES,83400,Hyères,04 94 01 46 60,04 94 01 46 61,www.foncia.com,ilesdor@foncia.fr,351066519,"3,527","3,505",M. Dominique Ledan,Personne,Clientèle d'administration de biens.,Administration d'immeubles et autres biens immobiliers,6832A,53,Ledan,
9929.,CABINET IMMOBILIER RIPOLL,7 RUE BREST,HYERES,83400,Hyères,04 94 01 51 81,04 94 01 51 89,,,343776373,"1,027",935,M. Pierre M Ripoll,Personne,,Administration d'immeubles et autres biens immobiliers,6832A,,M Ripoll,
7976.,CHABOT ASSOCIES SOC EXPERTISE COMPTABLE,196 RUE NICEPHORE NIEPCE,HYERES,83400,Hyères,04 94 01 44 88,04 94 01 44 89,www.cabexconseil.fr,contacts.ap2c@cabex-online.fr,444767644,"1,534",691,M. Philippe Chabot,Personne,Expertise comptable.,Activités comptables,6920Z,47,Chabot,
2338.,SOCIETE MULTI SERVICES,220 RUE ANTOINE PARMENTIER,HYERES,83400,Hyères,04 94 57 72 30,04 94 57 97 67,www.sms-sudest.com,s.ms@wanadoo.fr,477502645,"5,907","6,716",M. Sylvain Dorme,Personne,Entreprise de nettoyage industriel et particulier.,Nettoyage courant des bâtiments,8121Z,47,Dorme,
9427.,LA VAROISE,QUARTIER LE PYANET,HYERES,83400,Hyères,04 94 35 65 92,,,,389781261,"1,148","1,032",M. Christian M Dargelos,Personne,"Exploitation d'un fonds artisanal d'ambulance, d'une licence de taxi, transport public routier de personnes, un seul véhicule en activité accessoire et achat ou création de tous autres fonds similaires comportant toutes opérations commerciales ou financières, mobilières ou immobilières pouvant se rattacher directement ou indirectement à l'objet social ou susceptibles d'en faciliter l'extension ou le développement.",Ambulances,8690A,59,M Dargelos,
1656.,SELAS BIO AZUR,44 AVENUE GAMBETTA,HYERES,83400,Hyères,04 94 01 51 51,04 94 65 14 48,,lclgambetta@bioazur.org,409858594,"7,898","7,536",M. Luc Marchaison,Personne,Exploitation d'un laboratoire d'analyses médicales.,Laboratoires d'analyses médicales,8690B,57,Marchaison,
10506.,SAS PHOENIX,41 B AVENUE ALEXIS GODILLOT,HYERES,83400,Hyères,04 94 38 48 50,,,,489940015,909,"1,192",M. Christian Valentin,Personne,Constitution et présentation auprès des autorités administratives de dossiers de démarches d'implantation de scanner.,Laboratoires d'analyses médicales,8690B,49,Valentin,
1389.,COMPAGNIE POUR LE DEVELOPPEMENT DU TOURISME HYEROIS,1 AVENUE AMBROISE THOMAS,HYERES,83400,Hyères,04 94 12 80 80,04 94 35 25 46,www.casinodespalmiers.fr,hotel-hyeres@partouche.com,382201226,"8,985","8,619",M. Fabrice Jean Paire,Personne,"Gestion et exploitation du grand casino d'Hyeres, creation, realisation et exploitation de toutes activites touristiques et culturelles : la societe prendra a bail l'ensemble immobilier formant le grand casino d'Hyeres et pourra creer, acquerir, prendre a bail, gerer et exploiter tous autres etablissements commerciaux et hoteliers. Elle pourra obtenir et acquerir tous brevets, licences, procedes ou marques de fabrique, les exploiter, ceder, apporter ou conceder toutes licences d'exploitation en tous pays. Elle pourra agir directement ou indirectement pour son compte ou le compte d'un tiers,soit seule ou en association, en participation ou en societe, avec toutes autres societes, personnes physiques ou morales et effectuer directement ou indirectement, en France ou a l'etranger, sous quelque forme que ce soit les operations entrant dans son objet",Organisation de jeux de hasard et d'argent,9200Z,48,Paire,
9364.,JMZ SERVICES,GIGARO,LA CROIX VALMER,83420,La Croix-Valmer,04 94 49 04 54,,,,478641533,"1,160",863,M. Jean-Marie Zodo,Personne,Exploitation d'un domaine viticole et activités accessoires location en meuble.,Culture de la vigne,0121Z,63,Zodo,
5166.,SARL BOULANGERIE DES PALMIERS,PLACE DES PALMIERS,LA CROIX VALMER,83420,La Croix-Valmer,04 94 79 62 22,,,julierochette@hotmail.fr,433704814,"2,712","2,667",Mme Marine Cheronnac,Personne,"Alimentation générale, spiritueux, dépot de pain, fruits, légumes, poissons, volailles.",Boulangerie et boulangerie-pâtisserie,1071C,56,Cheronnac,
9314.,SCIAGE BETON GOLFE BAT TRAVAUX PUBLICS,20 ZONE ARTISANALE DU GOURBENET,LA CROIX VALMER,83420,La Croix-Valmer,,,,,441904687,"1,171","1,746",M. Patrice M Touyon,Personne,"Maçonnerie, travaux tous corps d'état, génie civil, sciage, carottage, béton armé, location d'engins et de matériel.",Travaux de démolition,4311Z,46,M Touyon,
